total_loc,blank_loc,comment_loc,code_and_comment_loc,executable_loc,unique_operands,unique_operators,total_operands,total_operators,halstead_vocabulary,halstead_length,halstead_volume,halstead_level,halstead_difficulty,halstead_effort,halstead_error,halstead_time,branch_count,decision_count,call_pairs,condition_count,multiple_condition_count,cyclomatic_complexity,cyclomatic_density,decision_density,design_complexity,design_density,normalized_cyclomatic_complexity,formal_parameters,defects
103.0,61.0,3.0,0.0,39.0,26.0,19.0,81.0,111.0,45.0,192.0,730.0,0.033788,29.5962,21605.1923,0.24333,1200.2885,16.0,8.0,2.0,7.0,1.0,8.0,0.20513,1.1429,2.0,0.25,0.07767,0.0,-1
53.0,22.0,5.0,0.0,26.0,18.0,16.0,38.0,54.0,34.0,92.0,324.0,0.059211,16.8889,5472.0,0.108,304.0,12.0,6.0,0.0,5.0,2.0,5.0,0.19231,1.2,0.0,0.0,0.09434,1.0,-1
25.0,10.0,1.0,0.0,14.0,12.0,14.0,42.0,58.0,26.0,100.0,325.0,0.040816000000000005,24.5,7962.5,0.10833,442.3611,2.0,1.0,0.0,1.0,0.0,2.0,0.14286,1.0,0.0,0.0,0.08,2.0,-1
73.0,22.0,8.0,1.0,43.0,25.0,12.0,67.0,97.0,37.0,164.0,592.0,0.062189,16.08,9519.36,0.19733,528.8533,30.0,15.0,0.0,15.0,7.0,9.0,0.2093,1.0,0.0,0.0,0.12329,0.0,-1
69.0,21.0,17.0,0.0,31.0,16.0,9.0,28.0,48.0,25.0,76.0,244.0,0.12697999999999998,7.875,1921.5,0.081333,106.75,26.0,13.0,0.0,13.0,6.0,8.0,0.25806,1.0,0.0,0.0,0.11594000000000003,0.0,-1
42.0,18.0,1.0,0.0,23.0,12.0,10.0,23.0,39.0,22.0,62.0,191.0,0.10435,9.5833,1830.4167,0.063667,101.6898,14.0,7.0,0.0,7.0,1.0,7.0,0.30435,1.0,0.0,0.0,0.16667,0.0,-1
69.0,26.0,10.0,0.0,33.0,17.0,12.0,39.0,64.0,29.0,103.0,346.0,0.07265,13.7647,4762.5882,0.11533,264.5882,24.0,12.0,0.0,12.0,4.0,9.0,0.27273000000000003,1.0,0.0,0.0,0.13043,0.0,-1
58.0,26.0,0.0,0.0,32.0,17.0,14.0,48.0,82.0,31.0,130.0,446.0,0.050595,19.7647,8815.0588,0.14867,489.7255,12.0,6.0,0.0,6.0,2.0,5.0,0.15625,1.0,0.0,0.0,0.086207,1.0,-1
45.0,20.0,2.0,0.0,23.0,27.0,12.0,61.0,77.0,39.0,138.0,505.0,0.07377,13.5556,6845.5556,0.16833,380.3086,4.0,2.0,0.0,2.0,0.0,3.0,0.13043,1.0,0.0,0.0,0.06666699999999999,0.0,-1
102.0,55.0,6.0,0.0,41.0,23.0,13.0,111.0,130.0,36.0,241.0,863.0,0.031878,31.3696,27071.9348,0.28767,1503.9964,10.0,5.0,2.0,5.0,2.0,4.0,0.097561,1.0,2.0,0.5,0.039216,0.0,-1
89.0,22.0,17.0,0.0,50.0,21.0,18.0,52.0,82.0,39.0,134.0,490.0,0.044872,22.2857,10920.0,0.16333,606.6667,24.0,12.0,1.0,11.0,4.0,9.0,0.18,1.0909,1.0,0.11111,0.10112,0.0,1
58.0,25.0,10.0,0.0,23.0,19.0,11.0,35.0,56.0,30.0,91.0,309.0,0.098701,10.1316,3130.6579,0.103,173.9254,8.0,4.0,7.0,4.0,1.0,4.0,0.17390999999999998,1.0,7.0,1.75,0.068966,0.0,-1
530.0,235.0,78.0,0.0,217.0,60.0,12.0,329.0,478.0,72.0,807.0,3451.0,0.030395,32.9,113537.9,1.1503,6307.6611,176.0,88.0,31.0,88.0,34.0,55.0,0.25346,1.0,31.0,0.5636399999999999,0.10377,0.0,-1
907.0,395.0,209.0,4.0,303.0,112.0,20.0,560.0,829.0,132.0,1389.0,6782.0,0.02,50.0,339100.0,2.2607,18838.8889,210.0,105.0,54.0,104.0,31.0,75.0,0.24752,1.0096,54.0,0.72,0.08269,0.0,1
142.0,62.0,14.0,0.0,66.0,44.0,17.0,114.0,174.0,61.0,288.0,1183.0,0.045408,22.0227,26052.8864,0.39433,1447.3826,34.0,17.0,12.0,17.0,7.0,11.0,0.16667,1.0,12.0,1.0909,0.07746499999999999,0.0,1
16.0,3.0,0.0,0.0,13.0,18.0,10.0,21.0,31.0,28.0,52.0,173.0,0.17143,5.8333,1009.1667,0.057667,56.0648,4.0,2.0,0.0,2.0,0.0,3.0,0.23077,1.0,0.0,0.0,0.1875,0.0,-1
70.0,35.0,11.0,0.0,24.0,20.0,12.0,30.0,50.0,32.0,80.0,277.0,0.11111,9.0,2493.0,0.092333,138.5,12.0,6.0,6.0,5.0,1.0,6.0,0.25,1.2,6.0,1.0,0.085714,0.0,-1
185.0,81.0,18.0,0.0,86.0,42.0,15.0,99.0,173.0,57.0,272.0,1099.0,0.056566,17.6786,19428.75,0.36633,1079.375,52.0,26.0,3.0,26.0,2.0,25.0,0.2907,1.0,3.0,0.12,0.13514,0.0,-1
56.0,0.0,27.0,0.0,29.0,12.0,7.0,13.0,24.0,19.0,37.0,108.0,0.26374000000000003,3.7917,409.5,0.036000000000000004,22.75,6.0,3.0,4.0,3.0,1.0,3.0,0.10345,1.0,4.0,1.3333,0.053571,0.0,-1
86.0,48.0,1.0,0.0,37.0,32.0,13.0,58.0,94.0,45.0,152.0,578.0,0.084881,11.7812,6809.5625,0.19267,378.309,20.0,10.0,11.0,9.0,2.0,9.0,0.24324,1.1111,11.0,1.2222,0.10465,0.0,-1
103.0,55.0,4.0,0.0,44.0,30.0,17.0,58.0,86.0,47.0,144.0,554.0,0.060852,16.4333,9104.0667,0.18467,505.7815,14.0,7.0,5.0,6.0,2.0,6.0,0.13635999999999998,1.1667,5.0,0.8333299999999999,0.058252,0.0,1
50.0,23.0,4.0,0.0,23.0,18.0,6.0,23.0,47.0,24.0,70.0,222.0,0.26087,3.8333,851.0,0.07400000000000001,47.2778,14.0,7.0,8.0,7.0,1.0,7.0,0.30435,1.0,8.0,1.1429,0.14,0.0,-1
240.0,121.0,5.0,1.0,114.0,65.0,19.0,185.0,249.0,84.0,434.0,1922.0,0.036984,27.0385,51967.9231,0.64067,2887.1068,48.0,24.0,28.0,24.0,4.0,20.0,0.17544,1.0,28.0,1.4,0.083333,0.0,1
42.0,16.0,4.0,0.0,22.0,18.0,9.0,25.0,43.0,27.0,68.0,224.0,0.16,6.25,1400.0,0.074667,77.7778,12.0,6.0,6.0,5.0,2.0,5.0,0.22727,1.2,6.0,1.2,0.11905,0.0,-1
161.0,61.0,19.0,0.0,81.0,39.0,11.0,110.0,173.0,50.0,283.0,1107.0,0.064463,15.5128,17172.6923,0.369,954.0385,56.0,28.0,1.0,28.0,10.0,19.0,0.23457,1.0,1.0,0.052632000000000005,0.11801,0.0,1
23.0,9.0,4.0,0.0,10.0,11.0,10.0,15.0,24.0,21.0,39.0,118.0,0.14667,6.8182,804.5455,0.039333,44.697,4.0,2.0,0.0,2.0,0.0,3.0,0.3,1.0,0.0,0.0,0.13043,0.0,-1
13.0,6.0,1.0,0.0,6.0,5.0,4.0,5.0,9.0,9.0,14.0,30.0,0.5,2.0,60.0,0.01,3.3333,0.0,0.0,2.0,0.0,0.0,1.0,0.16667,0.0,2.0,2.0,0.076923,0.0,-1
8.0,3.0,0.0,0.0,5.0,4.0,4.0,4.0,7.0,8.0,11.0,22.0,0.5,2.0,44.0,0.007333,2.4444,0.0,0.0,1.0,0.0,0.0,1.0,0.2,0.0,1.0,1.0,0.125,0.0,-1
16.0,7.0,1.0,0.0,8.0,8.0,4.0,9.0,13.0,12.0,22.0,54.0,0.44444,2.25,121.5,0.018000000000000002,6.75,0.0,0.0,2.0,0.0,0.0,1.0,0.125,0.0,2.0,2.0,0.0625,0.0,-1
45.0,23.0,4.0,0.0,18.0,19.0,9.0,27.0,41.0,28.0,68.0,226.0,0.15638,6.3947,1445.2105,0.075333,80.2895,8.0,4.0,1.0,4.0,0.0,5.0,0.27778,1.0,1.0,0.2,0.11111,0.0,-1
10.0,6.0,0.0,0.0,4.0,4.0,4.0,4.0,7.0,8.0,11.0,22.0,0.5,2.0,44.0,0.007333,2.4444,0.0,0.0,1.0,0.0,0.0,1.0,0.25,0.0,1.0,1.0,0.1,0.0,-1
146.0,35.0,59.0,0.0,52.0,68.0,7.0,94.0,100.0,75.0,194.0,837.0,0.20669,4.8382,4049.6029,0.279,224.9779,2.0,1.0,1.0,0.0,0.0,2.0,0.038462,0.0,1.0,0.5,0.013699,0.0,-1
28.0,14.0,7.0,0.0,7.0,11.0,4.0,11.0,19.0,15.0,30.0,81.0,0.5,2.0,162.0,0.027000000000000003,9.0,0.0,0.0,6.0,0.0,0.0,1.0,0.14286,0.0,6.0,6.0,0.035714,0.0,-1
112.0,0.0,96.0,0.0,16.0,31.0,6.0,42.0,49.0,37.0,91.0,328.0,0.24603000000000005,4.0645,1333.1613,0.10933,74.0645,0.0,0.0,0.0,0.0,0.0,1.0,0.0625,0.0,0.0,0.0,0.008929000000000001,0.0,-1
181.0,75.0,58.0,1.0,48.0,87.0,6.0,115.0,117.0,93.0,232.0,1051.0,0.25217,3.9655,4167.7586,0.35033000000000003,231.5421,0.0,0.0,0.0,0.0,0.0,1.0,0.020833,0.0,0.0,0.0,0.005525,0.0,1
54.0,25.0,4.0,0.0,25.0,23.0,6.0,29.0,46.0,29.0,75.0,252.0,0.26437,3.7826,953.2174,0.084,52.9565,6.0,3.0,11.0,3.0,1.0,3.0,0.12,1.0,11.0,3.6667,0.055556,0.0,-1
29.0,13.0,3.0,0.0,13.0,16.0,9.0,31.0,36.0,25.0,67.0,215.0,0.1147,8.7188,1874.5312,0.071667,104.1406,2.0,1.0,1.0,0.0,0.0,2.0,0.15385,0.0,1.0,0.5,0.068966,0.0,-1
42.0,18.0,2.0,0.0,22.0,18.0,8.0,37.0,44.0,26.0,81.0,263.0,0.12162,8.2222,2162.4444,0.087667,120.1358,6.0,3.0,3.0,3.0,1.0,3.0,0.13635999999999998,1.0,3.0,1.0,0.07142899999999999,0.0,-1
86.0,30.0,20.0,0.0,36.0,31.0,11.0,46.0,76.0,42.0,122.0,455.0,0.12253,8.1613,3713.3871,0.15167,206.2993,16.0,8.0,14.0,8.0,2.0,7.0,0.19444,1.0,14.0,2.0,0.08139500000000001,0.0,1
14.0,6.0,0.0,0.0,8.0,12.0,5.0,18.0,19.0,17.0,37.0,104.0,0.26667,3.75,390.0,0.034667,21.6667,0.0,0.0,0.0,0.0,0.0,1.0,0.125,0.0,0.0,0.0,0.07142899999999999,0.0,-1
191.0,100.0,13.0,0.0,78.0,44.0,22.0,132.0,194.0,66.0,326.0,1365.0,0.030303,33.0,45045.0,0.455,2502.5,48.0,24.0,2.0,23.0,6.0,19.0,0.24359,1.0435,2.0,0.10526,0.099476,0.0,1
67.0,28.0,12.0,0.0,27.0,34.0,18.0,63.0,97.0,52.0,160.0,632.0,0.059965,16.6765,10539.5294,0.21067,585.5294,20.0,10.0,1.0,9.0,1.0,10.0,0.37037,1.1111,1.0,0.1,0.14925,0.0,-1
58.0,31.0,3.0,1.0,24.0,20.0,14.0,36.0,51.0,34.0,87.0,306.0,0.07936499999999999,12.6,3855.6,0.102,214.2,10.0,5.0,2.0,5.0,2.0,4.0,0.16667,1.0,2.0,0.5,0.068966,0.0,-1
52.0,21.0,8.0,0.0,23.0,35.0,10.0,49.0,63.0,45.0,112.0,426.0,0.14286,7.0,2982.0,0.142,165.6667,6.0,3.0,4.0,3.0,1.0,3.0,0.13043,1.0,4.0,1.3333,0.057691999999999986,0.0,-1
12.0,3.0,0.0,0.0,9.0,10.0,8.0,11.0,18.0,18.0,29.0,83.0,0.22727,4.4,365.2,0.027667,20.2889,4.0,2.0,0.0,2.0,0.0,3.0,0.33333,1.0,0.0,0.0,0.25,0.0,-1
31.0,14.0,2.0,0.0,15.0,15.0,10.0,28.0,38.0,25.0,66.0,212.0,0.10714,9.3333,1978.6667,0.070667,109.9259,6.0,3.0,0.0,3.0,1.0,3.0,0.2,1.0,0.0,0.0,0.096774,4.0,-1
290.0,141.0,11.0,0.0,138.0,41.0,20.0,146.0,243.0,61.0,389.0,1599.0,0.028082,35.6098,56940.0,0.5329999999999999,3163.3333,86.0,43.0,10.0,43.0,14.0,29.0,0.21014,1.0,10.0,0.34483,0.1,0.0,-1
21.0,10.0,2.0,1.0,9.0,16.0,5.0,20.0,21.0,21.0,41.0,124.0,0.32,3.125,387.5,0.041333,21.5278,0.0,0.0,0.0,0.0,0.0,1.0,0.11111,0.0,0.0,0.0,0.047619,3.0,-1
13.0,8.0,0.0,0.0,5.0,5.0,4.0,6.0,9.0,9.0,15.0,32.0,0.41667,2.4,76.8,0.010667,4.2667,0.0,0.0,1.0,0.0,0.0,1.0,0.2,0.0,1.0,1.0,0.076923,0.0,-1
16.0,10.0,0.0,0.0,6.0,9.0,8.0,10.0,15.0,17.0,25.0,70.0,0.225,4.4444,311.1111,0.023333,17.284000000000002,2.0,1.0,1.0,1.0,0.0,2.0,0.33333,1.0,1.0,0.5,0.125,0.0,-1
11.0,5.0,0.0,0.0,6.0,7.0,4.0,7.0,11.0,11.0,18.0,43.0,0.5,2.0,86.0,0.014333000000000004,4.7778,0.0,0.0,2.0,0.0,0.0,1.0,0.16667,0.0,2.0,2.0,0.090909,0.0,-1
33.0,17.0,0.0,0.0,16.0,25.0,5.0,30.0,32.0,30.0,62.0,210.0,0.33333,3.0,630.0,0.07,35.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0625,0.0,0.0,0.0,0.030303,0.0,-1
14.0,8.0,0.0,0.0,6.0,7.0,4.0,9.0,11.0,11.0,20.0,47.0,0.38889,2.5714,120.8571,0.015667,6.7143,0.0,0.0,0.0,0.0,0.0,1.0,0.16667,0.0,0.0,0.0,0.07142899999999999,0.0,-1
47.0,14.0,3.0,0.0,30.0,32.0,7.0,45.0,57.0,39.0,102.0,373.0,0.20317,4.9219,1835.8594,0.12433,101.9922,10.0,5.0,0.0,5.0,2.0,4.0,0.13333,1.0,0.0,0.0,0.085106,0.0,-1
14.0,8.0,0.0,0.0,6.0,8.0,8.0,12.0,21.0,16.0,33.0,91.0,0.16667,6.0,546.0,0.030333,30.3333,2.0,1.0,1.0,1.0,0.0,2.0,0.33333,1.0,1.0,0.5,0.14286,0.0,-1
21.0,5.0,0.0,0.0,16.0,8.0,8.0,23.0,31.0,16.0,54.0,149.0,0.086957,11.5,1713.5,0.049667,95.1944,8.0,4.0,1.0,4.0,1.0,4.0,0.25,1.0,1.0,0.25,0.19048,0.0,-1
73.0,12.0,2.0,0.0,59.0,32.0,13.0,89.0,119.0,45.0,208.0,791.0,0.055315,18.0781,14299.7969,0.26367,794.4332,42.0,21.0,0.0,21.0,3.0,19.0,0.32203000000000004,1.0,0.0,0.0,0.26027,0.0,-1
67.0,17.0,3.0,0.0,47.0,28.0,13.0,70.0,92.0,41.0,162.0,601.0,0.061538,16.25,9766.25,0.20033,542.5694,20.0,10.0,0.0,10.0,1.0,10.0,0.21277,1.0,0.0,0.0,0.14925,0.0,-1
18.0,1.0,0.0,0.0,17.0,11.0,9.0,16.0,25.0,20.0,41.0,122.0,0.15278,6.5455,798.5455,0.040667,44.3636,8.0,4.0,0.0,4.0,2.0,3.0,0.17647000000000002,1.0,0.0,0.0,0.16667,0.0,-1
20.0,6.0,1.0,0.0,13.0,11.0,7.0,13.0,23.0,18.0,36.0,104.0,0.24176,4.1364,430.1818,0.034667,23.899,2.0,1.0,5.0,1.0,0.0,2.0,0.15385,1.0,5.0,2.5,0.1,0.0,-1
27.0,4.0,5.0,0.0,18.0,22.0,11.0,30.0,47.0,33.0,77.0,269.0,0.13333,7.5,2017.5,0.089667,112.0833,8.0,4.0,4.0,4.0,1.0,4.0,0.22222,1.0,4.0,1.0,0.14815,0.0,-1
250.0,47.0,22.0,0.0,181.0,65.0,28.0,226.0,357.0,93.0,583.0,2642.0,0.020544,48.6769,128604.4308,0.8806700000000001,7144.6906,78.0,39.0,6.0,35.0,8.0,31.0,0.17127,1.1143,6.0,0.19355,0.124,0.0,1
57.0,4.0,1.0,1.0,52.0,21.0,10.0,53.0,75.0,31.0,128.0,439.0,0.07924500000000001,12.619000000000002,5539.7619,0.14633,307.7646,18.0,9.0,3.0,9.0,4.0,6.0,0.11538,1.0,3.0,0.5,0.10526,0.0,-1
11.0,0.0,0.0,0.0,11.0,4.0,6.0,5.0,11.0,10.0,16.0,36.0,0.26667,3.75,135.0,0.012,7.5,4.0,2.0,0.0,2.0,1.0,2.0,0.18182,1.0,0.0,0.0,0.18182,0.0,-1
252.0,119.0,17.0,0.0,116.0,67.0,20.0,159.0,242.0,87.0,401.0,1790.0,0.042138,23.7313,42479.1045,0.59667,2359.9502,70.0,35.0,10.0,35.0,9.0,26.0,0.22414,1.0,10.0,0.38462,0.10317,0.0,1
25.0,17.0,0.0,0.0,8.0,10.0,6.0,11.0,16.0,16.0,27.0,74.0,0.30303,3.3,244.2,0.024667,13.5667,2.0,1.0,0.0,1.0,0.0,2.0,0.25,1.0,0.0,0.0,0.08,0.0,-1
13.0,6.0,0.0,0.0,7.0,9.0,4.0,10.0,13.0,13.0,23.0,58.0,0.45,2.2222,128.8889,0.019333000000000003,7.1605,0.0,0.0,1.0,0.0,0.0,1.0,0.14286,0.0,1.0,1.0,0.076923,0.0,-1
74.0,31.0,8.0,0.0,35.0,24.0,11.0,42.0,62.0,35.0,104.0,369.0,0.1039,9.625,3551.625,0.123,197.3125,24.0,12.0,3.0,12.0,6.0,7.0,0.2,1.0,3.0,0.42857,0.094595,0.0,-1
52.0,23.0,11.0,0.0,18.0,14.0,17.0,37.0,62.0,31.0,99.0,339.0,0.044515,22.4643,7615.3929,0.113,423.0774,8.0,4.0,0.0,3.0,0.0,5.0,0.27778,1.3333,0.0,0.0,0.096154,3.0,1
47.0,22.0,5.0,0.0,20.0,13.0,11.0,38.0,58.0,24.0,96.0,305.0,0.062201,16.0769,4903.4615,0.10167,272.4145,2.0,1.0,5.0,0.0,0.0,2.0,0.1,0.0,5.0,2.5,0.042553,3.0,-1
